"id","Protein.Name","Accession.Number","Molecular.Weight","Protein.Group.Score","Identified.Peptide.Count","Quantitative.Value","UniprotID","Gene_name","Description","Q11.1D","Q11.2D","Q11.3D","Q11.3D.R2","Q12.1D","Q12.2D","Q12.3D","Q12.3D.R2","Q13.1D","Q13.2D","Q13.3D","Q13.3D.R2","Q14.1D","Q14.2D","Q14.3D","Q15.1D","Q15.2D","Q15.3D","R71.1D","R71.2D","R71.3D","R72.1D","R72.2D","R72.3D","R73.1D","R73.2D","R73.3D","R74.1D","R74.2D","R74.3D","R75.1D","R75.2D","R75.3D","logFC_Fish.Oil.Diet_vs_Control.Diet","CI.L_Fish.Oil.Diet_vs_Control.Diet","CI.R_Fish.Oil.Diet_vs_Control.Diet","AveExpr_Fish.Oil.Diet_vs_Control.Diet","t_Fish.Oil.Diet_vs_Control.Diet","B_Fish.Oil.Diet_vs_Control.Diet","P.Value_Fish.Oil.Diet_vs_Control.Diet","adj.P.Val_Fish.Oil.Diet_vs_Control.Diet","sig.PVal_Fish.Oil.Diet_vs_Control.Diet","sig.FDR_Fish.Oil.Diet_vs_Control.Diet"
"2534","sp|Q64338|PDE1C_MOUSE Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C OS=Mus musculus OX=10090 GN=Pde1c PE=1 SV=2","PDE1C_MOUSE","80 kDa",0.99433172,3,NA,"Q64338","Pde1c","Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",17.346246193285,17.5142022725375,16.7625302830846,17.4469344288068,17.6567417315608,17.7389127031683,16.693036620999,18.0359078503123,17.3894858639353,17.0202675999454,17.0996291565575,17.618600109956,17.1716661681571,16.7209410875081,17.4467207705005,17.8509250021237,17.5232779186978,17.6309505775808,16.7355482182087,15.6690850679752,15.9645645190451,16.5749620276259,16.9723748917113,16.3244648378732,17.1013049709,16.5690951941953,17.2439074104122,16.407068241899,16.3526653578884,16.2902663573666,16.9573858539477,16.4361652923454,16.9759107281279,-0.798736309738356,-1.08634366874653,-0.51112895073018,17.0073256154012,-5.65276561096717,3.87594409717148,2.79189698406621e-06,2.75378234947145e-05,0,0
"2535","sp|Q8CGU1|CACO1_MOUSE Calcium-binding and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Calcoco1 PE=1 SV=2","CACO1_MOUSE","77 kDa",0.99428898,3,NA,"Q8CGU1","Calcoco1","Calcium-binding and coiled-coil domain-containing protein 1",19.6568017643985,19.246347542583,19.7635299785804,19.7815687510293,18.6782342506843,19.443472030391,19.8571569559899,19.8717251846766,19.7801886070746,19.8510965120906,19.791732229545,19.8448749577854,18.984033683343,19.2038763004206,19.4784416979629,19.2975523763374,19.3679830936879,19.3394525888269,19.8428139341843,19.9286506774814,20.1560334668575,19.6183539414518,19.7847901790157,19.5017119591682,19.3410966767087,19.8604626770807,19.6033763593345,19.8245838164083,20.0750380937743,19.5525574410878,20.045278315791,19.9517252876244,19.5469503087919,0.262335514239172,0.0490182883983905,0.475652740079954,19.6324694436415,2.50275592571141,-4.61401177278963,0.0174944313834012,0.0469782996023484,0,0
"2537","sp|Q8K2M0|RM38_MOUSE 39S ribosomal protein L38, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl38 PE=1 SV=2","RM38_MOUSE","45 kDa",0.99428771,2,NA,"Q8K2M0","Mrpl38","39S ribosomal protein L38, mitochondrial",20.8548160388518,20.7717718054471,19.9346411555562,20.5461859366759,20.8697338312545,21.0055683088636,20.3722400728294,20.3713527589827,20.9579252294053,20.8756945697216,20.6397905306263,20.7466392294613,20.4789485745679,20.2987988096347,20.2622299167542,21.1593557417253,20.7393917955284,20.6684185837582,20.93256221385,20.778291797746,20.6551754282249,20.9944289252962,20.7887711812226,20.5753483603372,21.0570975880851,20.8688601333459,20.6106636866842,21.0872146715501,20.9328362710991,20.6540521310725,20.84107252541,20.6311351706177,20.6265239281671,0.160407662533625,-0.0229098991269066,0.343725224194158,20.7147738455259,1.78077223462369,-6.00344878722839,0.0842284538766862,0.165030665561778,0,0
"2538","sp|P47915|RL29_MOUSE 60S ribosomal protein L29 OS=Mus musculus OX=10090 GN=Rpl29 PE=1 SV=2","RL29_MOUSE","18 kDa",0.99426329,2,NA,"P47915","Rpl29","60S ribosomal protein L29",19.4937174098907,18.7669188896811,20.5872953719929,20.6444759215212,19.3509384084835,20.0901350097371,21.4156249861989,20.3810286501746,20.0957714543881,19.919178635862,21.735204250354,20.9573902719269,20.5650173580598,19.8547162390857,21.1259047465284,20.049360798768,20.34483149314,21.2728490736766,20.1187804307036,16.9922159483488,21.0742857699384,19.8919240307562,20.1255885512189,21.2813488151986,18.6907240139922,19.8606259202901,20.8406026237808,19.7319520449483,19.6821904130651,21.397248915657,19.4697842137584,20.3901416746593,21.0689389687691,-0.328374231520421,-0.988942260266737,0.332193797225896,20.2202033728653,-1.01188316771874,-7.04059449341202,0.319052504563608,0.462186334931743,0,0
"2539","sp|O54734|OST48_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus OX=10090 GN=Ddost PE=1 SV=2","OST48_MOUSE","49 kDa",0.99422629,5,NA,"O54734","Ddost","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit",16.2365678797898,17.4428644835308,14.2785795765141,15.516932696817,17.0456562113256,17.4872357020708,14.0190939292873,17.3211670371402,17.588793520775,17.1325776309407,16.9734620438221,16.7189740473964,17.0446802591595,18.2437787217978,16.3381134549719,17.6909661570234,18.0249001179091,16.9394138757967,17.5370044231859,18.1727328577726,14.9720597336322,16.8524304828989,16.8095753007379,16.1423739882418,17.0993048267334,18.1564198584093,16.4330992919342,17.7702588202825,18.2326898656231,16.9071845007075,17.1565343356505,18.4515439821595,18.7026427663692,0.512848260841007,-0.244815184262788,1.2705117059448,17.013321587285,1.3778165753122,-6.61046134151204,0.177653753666483,0.296431494281834,0,0
"2540","sp|P19137|LAMA1_MOUSE Laminin subunit alpha-1 OS=Mus musculus OX=10090 GN=Lama1 PE=1 SV=2","LAMA1_MOUSE","338 kDa",0.99422567,2,NA,"P19137","Lama1","Laminin subunit alpha-1",21.4528702423899,21.3035632836053,22.7657217243509,21.8902400427108,21.9385154561328,21.9285011661656,23.4609942264885,22.7380228805855,22.0847630236917,21.9180707614824,23.8107268263691,23.2177530785098,21.8553178158509,21.9675121657854,23.3260152548463,22.0097031218933,22.0387098652734,23.3084887000112,21.9485172666315,20.2482501246618,23.0161645012328,22.1933300986159,22.3054756719605,23.6591372319127,22.1568706664053,22.8788057225032,23.6953789414485,22.8842775635084,23.2976071138856,24.0481882984243,22.3214154336877,23.0091096786049,23.810197577141,0.375098968478103,-0.21848886745209,0.968686804408295,22.5602489553566,1.28629247696402,-6.72928588075358,0.207409939899749,0.332569659383225,0,0
"2541","sp|Q9EQQ9|OGA_MOUSE Protein O-GlcNAcase OS=Mus musculus OX=10090 GN=Oga PE=1 SV=2","OGA_MOUSE","103 kDa",0.99422309,7,NA,"Q9EQQ9","Oga","Protein O-GlcNAcase",20.9566127655904,20.9517685654444,21.3848423583524,20.9552159276718,21.053883584743,20.9095920644999,21.1474838195389,21.1851985590606,20.7469121044047,21.0031223384371,21.1324936186401,21.0934648249002,20.5213901345617,20.9698194985889,21.1491915558156,20.5548147046352,20.7598875404884,20.9335675470004,20.8853286422107,20.8628716876294,20.9781483199558,20.890469669291,20.8153305952946,20.8824028843697,20.5930974907443,20.6651826385396,20.7025986212511,20.3199746539316,20.6952018192344,20.3659236721848,20.8197564161344,20.7777592047305,20.8774328341211,-0.225082585157008,-0.374521808404584,-0.075643361909431,20.8648709291514,-3.06524103082114,-3.31526907896647,0.00433468955950263,0.0149311714266539,0,0
"2542","sp|Q80X71|T106B_MOUSE Transmembrane protein 106B OS=Mus musculus OX=10090 GN=Tmem106b PE=1 SV=1","T106B_MOUSE","31 kDa",0.99420899,2,NA,"Q80X71","Tmem106b","Transmembrane protein 106B",18.1510781720342,18.6588095761038,19.6982836112972,19.6212409726092,18.9783345216764,18.8794963883617,19.4317922185122,18.8677089999582,18.5590825953994,17.9654341271214,19.3567069561102,19.1647194795304,18.4872585354333,16.2517437936368,19.1072948542761,19.2284496108884,19.3540896629308,19.3168898837036,18.2709357991302,19.5379828341121,20.147976407521,19.2367907328408,19.4655058721607,19.2520149372887,19.4875771632333,18.9348113970705,19.7258463580222,19.9326947594601,19.6697003331021,19.7805628128928,19.8690376663847,19.8111055753146,20.23227330731,0.719298065968275,0.243798625701332,1.19479750623522,19.1646433307705,3.0791988431253,-3.28314595363681,0.00419440153028927,0.0145870281859639,0,0
"2544","sp|Q6GQT9|NOMO1_MOUSE Nodal modulator 1 OS=Mus musculus OX=10090 GN=Nomo1 PE=1 SV=1","NOMO1_MOUSE","133 kDa",0.99413285,4,NA,"Q6GQT9","Nomo1","Nodal modulator 1",18.5357666632274,18.9789303284243,18.5849229602655,18.3673965270107,18.7718338626772,19.0666039040911,17.5771757267741,18.4172509312627,19.0660226554812,19.5685813246959,18.7235604277763,18.8218017708317,19.6854149573391,19.5617347027763,19.4090838690876,19.0857119832945,19.5838341134619,18.9894809063939,19.4549596117239,19.7097571965841,19.5087463060223,18.8440063875679,19.1468519805384,18.42104494014,18.8806603898364,18.5771666278206,18.4611185120191,18.7185904788125,18.9318533804064,18.3033781601753,19.3917585841464,19.3867992511397,18.5846190953015,0.0216925259894261,-0.327122307010122,0.370507358988975,18.9429217732456,0.126588436014098,-7.55050151503483,0.900044419759437,0.936331307813093,0,0
"2545","sp|Q3U2I3|F16A2_MOUSE FTS and Hook-interacting protein OS=Mus musculus OX=10090 GN=Fam160a2 PE=1 SV=2","F16A2_MOUSE","107 kDa",0.99412599,2,NA,"Q3U2I3","Fam160a2","FTS and Hook-interacting protein",18.8811586987046,18.9424852262122,20.0344469272731,19.1611653256331,17.8849511517586,17.7496826029959,19.8077434059652,19.0468790202775,18.7519339629996,18.9116301302181,19.1678172247616,18.8107025581257,18.7193726798021,19.0898713282903,18.9728449975592,18.6228554190131,18.6910890103682,18.8825581465051,18.9586185337858,18.2968677882248,19.3473490798623,18.4868007903941,19.0335502414503,18.750511458327,18.1724978632002,15.3482508821212,19.1441473623146,18.8914843564993,18.9145763590291,19.2340571894941,17.9541584764162,18.7315161588134,19.0871918383098,-0.339294097920703,-0.87198072616013,0.193392530318723,18.7418413998396,-1.29653236498964,-6.71635621112135,0.203903386449226,0.328839724798139,0,0
"2546","sp|Q8BGP6|S2540_MOUSE Solute carrier family 25 member 40 OS=Mus musculus OX=10090 GN=Slc25a40 PE=1 SV=1","S2540_MOUSE","38 kDa",0.99412489,2,NA,"Q8BGP6","Slc25a40","Solute carrier family 25 member 40",15.5950405494067,17.2663450119152,13.7385562824293,15.4201174579966,15.6904484717844,16.5398902187751,15.0288381870589,17.4345999706371,16.9167773062433,15.9467543299159,16.0514682214486,16.3292595730215,16.4635182522206,14.4098719886174,16.5999216503586,17.0777358087537,16.4047132801953,16.8563352809108,16.945590088895,16.3820262724213,16.4278251519184,17.1956668919618,15.7849021170436,14.6419220449694,16.0598050480918,16.799304034028,16.0708452385407,16.549481089762,15.5782942382414,NA,13.5802294724796,16.420206240447,15.5531418427354,-0.0991125789524219,-0.789905450546609,0.591680292641765,16.0549822379133,-0.292408384874315,-7.49575336711563,0.771887584017816,0.843066937948409,0,0
"2547","tr|Q6NXL1|Q6NXL1_MOUSE Sec24-related gene family, member D (S. cerevisiae) OS=Mus musculus OX=10090 GN=Sec24d PE=1 SV=1","Q6NXL1_MOUSE","113 kDa",0.99411595,2,NA,"Q6NXL1","Sec24d","Sec24-related gene family, member D (S. cerevisiae)",16.6001845212577,15.5280364805973,14.705875091229,17.7451038132791,17.511428805073,17.5039759457552,17.6252195436063,17.2838853413758,16.510641971822,16.6671229722276,17.5526879710891,18.333586758763,15.5828855273731,16.441252864142,17.1044321954941,16.7151531261468,16.0358666540397,17.6012125267038,17.3987336871705,17.4843292387026,19.5692669062761,18.507407303624,16.5942201074074,16.1876770313268,16.6520599925173,17.3418174846436,17.4789145441599,15.5791762797279,18.3620120605337,17.0983864843588,18.1584560740415,17.9665078271477,17.0253102770135,0.590921013800404,-0.079211634965434,1.26105366256624,17.1046311335947,1.79492997148705,-5.9798918445289,0.0819505402470395,0.162354626183614,0,0
"2548","sp|P09470|ACE_MOUSE Angiotensin-converting enzyme OS=Mus musculus OX=10090 GN=Ace PE=1 SV=3","ACE_MOUSE","151 kDa",0.99411028,3,NA,"P09470","Ace","Angiotensin-converting enzyme",20.3149013015954,20.8131128927521,20.7367979266371,21.2398608107661,21.4253931593784,19.920604994279,20.2536508808596,21.0636737670116,20.784994746789,21.1038820614019,19.4791657355224,21.2249067361162,20.805526690355,20.6796055341338,20.6133565368553,20.8245416926473,20.633242985871,20.7836134996283,20.7079785894626,20.7452728739475,20.4890858177095,21.0593213258959,20.8609644265961,20.611581557745,21.1961614424767,20.7481566722141,20.9148519900705,21.0819445872364,20.5629345457845,22.5052317656423,20.5374365307236,20.5159246583403,20.8257174289829,0.1852358390441,-0.155575236925324,0.526046915013525,20.7897998838008,1.10634395911789,-6.94119240460351,0.276682616385186,0.414736909415554,0,0
"2549","tr|A0A075B5T2|A0A075B5T2_MOUSE Immunoglobulin heavy variable 6-3 (Fragment) OS=Mus musculus OX=10090 GN=Ighv6-3 PE=4 SV=7","A0A075B5T2_MOUSE","13 kDa",0.99410683,4,NA,"A0A075B5T2","Ighv6-3","Immunoglobulin heavy variable 6-3 (Fragment)",17.3796514937046,17.3131096557865,16.0981988935416,17.86930654562,19.8954435037106,19.1587163279804,20.219768757684,19.556930056179,17.4686350133866,17.7537124015969,18.9157241492689,17.9799383451217,17.745166183595,17.223743269713,18.950698952523,19.0738462796878,18.9715649525567,19.4069016591332,16.8421431622103,17.3343640563355,17.9685655442898,17.0839554834426,17.2871776549967,19.2597545190244,19.4902619962181,19.2212872983671,19.9268885498905,16.5561482351052,18.1896849282986,19.0273699147147,18.0857160780596,18.6945846963255,17.647989396738,-0.213443701331663,-0.966676982181136,0.53978957951781,18.2908166046911,-0.576809885965353,-7.3886002821523,0.568033498737735,0.68658168605272,0,0
"2550","sp|D3Z4S3|PTRD1_MOUSE Putative peptidyl-tRNA hydrolase PTRHD1 OS=Mus musculus OX=10090 GN=Ptrhd1 PE=1 SV=1","PTRD1_MOUSE","16 kDa",0.9941024,2,NA,"D3Z4S3","Ptrhd1","Putative peptidyl-tRNA hydrolase PTRHD1",20.4938958392368,20.2134372842417,20.9567941876957,21.1970481003967,20.2522103109412,20.5884467187415,20.2425628180653,20.7819104623605,20.6858452140684,20.6563777095189,21.0703154739099,20.3514541290764,20.3276170390523,20.6568239044444,20.8323846539738,20.0817161329247,20.1983481474013,20.510164341185,20.3978926216944,21.019816388016,21.1060276839801,20.7680662533175,20.7177583685725,21.3810141283973,21.184246756747,20.1775133544199,21.3904043363852,20.3761491574924,20.9080639214869,20.7148168479303,21.0514997425683,21.1637813240097,20.9339230149701,0.325100900708346,0.0852428151323016,0.564958986284391,20.7087371626431,2.75846194950378,-4.04399135835537,0.00943079453778914,0.0285991565731486,0,0
"2551","sp|Q9D0F3|LMAN1_MOUSE Protein ERGIC-53 OS=Mus musculus OX=10090 GN=Lman1 PE=1 SV=1","LMAN1_MOUSE","58 kDa",0.99410109,3,NA,"Q9D0F3","Lman1","Protein ERGIC-53",20.8164128124495,20.9235668116969,20.4850545075286,20.2896112468897,21.1049586619454,20.9241290112964,20.9089490235538,20.5514734129113,20.7309258742793,20.7719542127601,20.9379758293021,20.9658375608766,21.0489336458437,21.2997834161103,21.1279955251331,21.1202779369871,20.5663141007537,20.8964767699814,21.1295227273837,21.0378411386849,21.2184440974962,20.7687536418218,21.2032460441855,21.045776550304,21.1946850983955,20.9503945904088,20.8083297934144,21.4154567487672,20.6609527828317,21.1016885539912,20.909321141243,21.2881268241508,20.8124248157692,0.176851505462135,0.0054458760591011,0.34825713486517,20.9398665123984,2.09976657068667,-5.4334199692581,0.0435368022686065,0.0965628231437244,0,0
"2552","sp|Q6P5H2|NEST_MOUSE Nestin OS=Mus musculus OX=10090 GN=Nes PE=1 SV=1","NEST_MOUSE","207 kDa",0.99408789,2,NA,"Q6P5H2","Nes","Nestin",18.2404594749047,17.3819557366967,19.060565590944,18.6469520602859,17.6443373442104,17.3240249313474,17.5472709774134,18.4138734986278,15.4913169101806,16.4728814554159,18.1407985240316,19.1032343969302,18.9166763503305,17.4335784304611,18.302874469581,17.8566309040053,18.5583720277095,17.4908238135355,16.6158469521338,17.5823735459507,18.2398492540714,17.557227171903,17.2875562865692,17.7608228049413,17.6985037983972,15.9937225181652,17.6415815812508,17.6418409689341,17.5335910656461,15.7434158200982,17.3987237020797,17.2462590074382,17.5766301534081,-0.589171852190411,-1.15951080904628,-0.0188328953345407,17.6225627735636,-2.10275079365988,-5.42810933931214,0.0433007233073134,0.0961868488532942,0,0
"2554","sp|Q7TT37|ELP1_MOUSE Elongator complex protein 1 OS=Mus musculus OX=10090 GN=Elp1 PE=1 SV=2","ELP1_MOUSE","150 kDa",0.99406185,2,NA,"Q7TT37","Elp1","Elongator complex protein 1",17.8285656298806,17.2175965736587,16.7534840418928,17.2104543993506,16.9256525479933,17.8003139985367,17.9107521387244,15.6503326158223,16.9993109552849,18.5264903306943,14.7362595465743,18.1776731426774,17.238087372501,17.5261311958998,16.4104381829929,15.9135372830237,16.8244667101466,16.0091862211457,17.8281201822595,18.592217394178,16.2917277706632,18.4107217461318,18.3953094008239,18.0845078714878,17.8648832707005,17.8912520939094,17.0219724057064,18.0040062139905,18.1870067061707,15.8801910175424,17.9115863752105,18.3790750337411,16.6366832863655,0.71091000199209,0.0788987169592424,1.34292128702494,17.3041816259297,2.28964759317735,-5.06081332071183,0.0286606246966886,0.0693860804777939,0,0
"2555","sp|Q8BFU3|RN214_MOUSE RING finger protein 214 OS=Mus musculus OX=10090 GN=Rnf214 PE=1 SV=1","RN214_MOUSE","74 kDa",0.99399333,3,NA,"Q8BFU3","Rnf214","RING finger protein 214",17.2244318885275,15.339471858638,18.012933544173,17.9059180532121,16.7151595011873,15.6694951499259,15.3538882827508,15.5311367585431,16.8982946436775,17.019959999949,17.4910974895103,17.1625137956938,16.6840369810659,15.4835249213441,16.922960040574,15.266945388075,16.7775355526393,16.2014861465974,15.7637762838515,16.3476520043957,17.0619217102742,16.9707009746733,16.8731626150758,18.0247506268516,15.6842246994781,16.7951248439032,16.8526661895907,16.495328197935,15.9548344472065,16.3951664252582,14.7763478820379,16.0674992364245,16.8310946814087,-0.0770938341137004,-0.661841285057357,0.507653616829956,16.5016679034682,-0.26836764806367,-7.52175947500376,0.790108860178595,0.854309596808729,0,0
"2556","sp|Q9DAS9|GBG12_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Mus musculus OX=10090 GN=Gng12 PE=1 SV=3","GBG12_MOUSE","8 kDa",0.99399209,2,NA,"Q9DAS9","Gng12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12",17.5596070774027,18.5086827849129,18.558742223413,18.3598852053365,16.8166584534468,18.2924986096347,19.5045036381605,19.379184204797,18.4697188307005,17.9874250850931,18.8069607166489,19.1749205903734,18.192668828067,18.2797505054005,19.4693413053915,18.2309912036169,18.5084452293786,19.1194863047795,17.9446168316988,17.4868526063499,18.7722267712993,18.2206409625269,17.9189049523088,18.9080579677471,18.040802308556,18.0630577678119,18.4854155245503,18.3881592491084,19.019570003111,18.857708876423,18.1337547634246,18.4205874338086,18.7419993993259,-0.15203579416076,-0.56062564239631,0.25655405407479,18.4430856428668,-0.757420625585759,-7.26644755113699,0.454243112696518,0.587365814627712,0,0
"2557","sp|P51437|CAMP_MOUSE Cathelicidin antimicrobial peptide OS=Mus musculus OX=10090 GN=Camp PE=1 SV=2","CAMP_MOUSE","19 kDa",0.99398692,2,NA,"P51437","Camp","Cathelicidin antimicrobial peptide",14.6314504251562,15.6654628777407,14.6024909119172,14.9726067947981,16.7800868477427,16.9538174716982,14.8802679098533,17.1806979723027,14.5381779896846,14.8361245452116,17.1139866332586,15.2493218092169,15.9514598827844,16.2457642189022,14.5762317197739,16.2985534570954,16.2658645628288,16.203390007492,17.8063143841768,17.5128605139855,16.714848924729,18.6811471676356,17.7544837981926,17.931258470231,20.2071188571684,19.9241307206785,19.9418686179628,18.9831548253152,18.6645232309786,18.3765946966371,18.4622421135973,18.1661625706658,17.754436759137,2.73953437465845,2.06879818934723,3.41027055996966,16.9644515663197,8.31388226348357,11.4570147971378,1.47219289527749e-09,4.890387893508e-08,1,1
"2558","sp|Q9D281|NXP20_MOUSE Protein Noxp20 OS=Mus musculus OX=10090 GN=Fam114a1 PE=1 SV=1","NXP20_MOUSE","61 kDa",0.99398253,4,NA,"Q9D281","Fam114a1","Protein Noxp20",20.1405960673829,20.7273003715101,20.9626632055155,20.363999972096,20.9799129830308,20.2941571143303,20.0464154626297,19.9189225899088,20.3714064784419,20.5631199216264,21.4350219722504,19.3400434000469,19.8842912874794,20.1276684333265,19.573376608355,20.4104558499688,20.2097056732212,19.1714910391049,20.3599051071622,20.2126112484903,20.9213328563757,20.4864148251819,20.8602139330123,20.4151776124147,20.4272562851059,20.2680510103258,19.5101014729154,20.629908893336,19.24255715929,20.1550311133813,19.3590786738773,19.5354831937282,20.8584196685149,-0.0350387092495339,-0.429848453108941,0.359771034609873,20.2352148934345,-0.180650467262971,-7.54197075529927,0.857761355054669,0.908305584640168,0,0
"2559","sp|Q9CZA6|NDE1_MOUSE Nuclear distribution protein nudE homolog 1 OS=Mus musculus OX=10090 GN=Nde1 PE=1 SV=1","NDE1_MOUSE","39 kDa",0.99396726,3,NA,"Q9CZA6","Nde1","Nuclear distribution protein nudE homolog 1",15.7420229295455,16.2690866257437,17.5831880767415,16.9100663200437,16.8558301399406,16.946068180194,17.0202902078093,17.3401969007928,16.8272936519435,16.5891043997727,16.4828502250334,15.782817492348,15.2849158970451,16.0369556783522,16.3801152658957,15.8849931727043,16.0683137207597,16.9474227597932,17.3642687545056,16.0171764613148,16.7613534332323,17.0071296016251,16.3945530141337,15.6330723322808,16.6678179126911,16.2334256845879,16.2351997361646,16.4606873401927,16.8085749684837,15.9606733413563,16.4707330358504,16.0504962892215,17.3441666186884,-0.00335207862580944,-0.398128424713818,0.391424267462199,16.4957836414784,-0.0172839072120708,-7.55858224643347,0.98631557125084,0.992497214803247,0,0
"2560","sp|Q3U1V6|UEVLD_MOUSE Ubiquitin-conjugating enzyme E2 variant 3 OS=Mus musculus OX=10090 GN=Uevld PE=1 SV=1","UEVLD_MOUSE","52 kDa",0.99396151,2,NA,"Q3U1V6","Uevld","Ubiquitin-conjugating enzyme E2 variant 3",20.2454456943868,19.6877123793908,19.8515062190022,20.2328874070954,19.537648258509,19.0138687509775,18.7980757504514,19.526603884605,19.7700054811013,19.9933119638673,19.9620221677613,19.6022144960274,19.8223601779676,18.8795136956885,19.2694825315281,19.3240261847559,19.1391683440143,19.404370337036,19.9527614413782,20.1307277286358,19.8601877547629,19.0230765560275,18.8744482215981,19.3953116286106,19.3317619954278,19.3489610293353,19.3491177515024,19.7527930551937,18.9859110538576,18.5222501134703,19.2168290100095,19.4460321491006,18.7525979698972,-0.229383487422052,-0.540089537668884,0.0813225628247808,19.4546360964537,-1.5027373411155,-6.43663121985916,0.142536988792893,0.249202599885941,0,0
"2561","sp|Q8BQ30|PPR18_MOUSE Phostensin OS=Mus musculus OX=10090 GN=Ppp1r18 PE=1 SV=1","PPR18_MOUSE","66 kDa",0.99395818,2,NA,"Q8BQ30","Ppp1r18","Phostensin",17.7707883686029,18.0734309117154,16.7832612890689,17.1913591680335,16.7499198388853,16.203102039237,16.9029826154729,16.9843218819621,17.6140616955182,17.6545434260534,14.926984230016,16.3232924827347,16.7048131988461,16.766622233527,16.9749189780442,17.2968276380381,15.5122788330669,16.8329060782117,17.5602375149704,17.9520301275816,16.9108687365753,14.4231245800606,14.8235564032526,16.900839736621,17.6314591058188,17.9542800157941,16.7020512492032,17.8699570031184,17.0869819390717,17.3406099511859,17.0490357781538,16.8365342880176,17.3488901519476,0.111229610589593,-0.515800435446443,0.738259656625629,16.8986930754063,0.361086221976188,-7.49185583155545,0.720366709755275,0.804636799046999,0,0
"2562","sp|P70236|MP2K6_MOUSE Dual specificity mitogen-activated protein kinase kinase 6 OS=Mus musculus OX=10090 GN=Map2k6 PE=1 SV=1","MP2K6_MOUSE","37 kDa",0.99395608,2,NA,"P70236","Map2k6","Dual specificity mitogen-activated protein kinase kinase 6",16.7992830380079,17.870608417274,16.7967717217487,16.7333858419551,16.5376383859003,18.9215950051264,18.3468614257372,17.9761775044832,19.2708726956067,18.4337967141543,19.0212546146631,19.3692401819379,17.1970145838418,17.9921556686997,18.370393527996,17.0328646836205,18.4328370844242,18.7188642414534,16.9786391545754,18.3624871897931,18.0084241008178,17.5796821163097,14.5391459157694,17.6703498512828,15.3672972221553,18.4665799549803,16.7302958829693,17.8363439285571,17.9391709213988,18.4353378516527,17.1192204844981,16.9293126325156,14.6720219195502,-0.881135799135539,-1.65362148619586,-0.108650112075218,17.5895734685896,-2.32183448518505,-4.9952582407791,0.0266462158438647,0.0651502231715475,0,0
"2563","sp|O35972|RM23_MOUSE 39S ribosomal protein L23, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl23 PE=1 SV=1","RM23_MOUSE","17 kDa",0.99395321,2,NA,"O35972","Mrpl23","39S ribosomal protein L23, mitochondrial",19.9076297533402,19.2526836675188,19.5068771257441,19.3182133000578,19.685513292804,19.662704983783,20.0317300495635,19.239175976169,18.8948725517971,19.2372188066292,19.624658007947,18.9512398751033,19.9893705738635,18.9241941321437,18.9224113457046,19.2672548892328,20.0787253503335,19.6930071183211,19.406944793977,19.8918410304716,19.8680587759767,20.3090055995475,19.9925787316388,20.0052445289295,20.2998020497355,18.7651248734336,18.6833706617393,18.7941876981833,19.1446711161755,19.9205155470677,19.524965123526,18.9113846849237,19.9976415925986,0.112829076080715,-0.227616591963868,0.453274744125298,19.5061459881206,0.674608908321139,-7.32644942846523,0.504685023069784,0.633046752027637,0,0
"2564","sp|Q9DCV7|K2C7_MOUSE Keratin, type II cytoskeletal 7 OS=Mus musculus OX=10090 GN=Krt7 PE=1 SV=1","K2C7_MOUSE","51 kDa",0.99395171,8,NA,"Q9DCV7","Krt7","Keratin, type II cytoskeletal 7",17.8210271328672,16.8917338301505,17.1551952621256,16.8263457932955,16.5212009484619,16.5513213659182,17.4767298925663,17.528268803875,18.3306275696785,17.8642294165806,17.517265514604,17.0319288228032,17.4804546275335,17.5493053331248,17.2386026150728,17.8434373001441,17.8419058713616,17.2627400812922,17.099804325267,17.2699974790018,17.2336830484498,17.6018267477675,16.5923838183677,16.4415810030444,15.8450706878608,17.0149154956507,17.0885182033083,18.3955692404625,17.7521839673839,17.4400283254012,16.395536505317,16.4628115761647,16.8396847996586,-0.342444772984898,-0.733336304123088,0.048446758153292,17.2183610728655,-1.783253695351,-5.99943909136957,0.0838673278402823,0.16483141484074,0,0
